Area_Year,1_Live births,1_Live births.1,1_Live births.2,2_Number of students in elementary and secondary schools,2_Number of students in elementary and secondary schools.1,2_Number of students in elementary and secondary schools.2,2_Number of students in elementary and secondary schools.3,2_Number of students in elementary and secondary schools.4,2_Number of students in elementary and secondary schools.5,2_Number of students in elementary and secondary schools.6,2_Number of students in elementary and secondary schools.7,2_Number of students in elementary and secondary schools.8,2_Number of students in elementary and secondary schools.9,2_Number of students in elementary and secondary schools.10,2_Number of students in elementary and secondary schools.11,2_Number of students in elementary and secondary schools.12,2_Number of students in elementary and secondary schools.13,2_Number of students in elementary and secondary schools.14,2_Number of students in elementary and secondary schools.15,3_Number of full-time and part-time educators,4_Canada_gdp_yearly,4_Canada_gdp_yearly.1,4_Canada_gdp_yearly.2,4_Canada_gdp_yearly.3,4_Canada_gdp_yearly.4,4_Canada_gdp_yearly.5,4_Canada_gdp_yearly.6,4_Canada_gdp_yearly.7,4_Canada_gdp_yearly.8,4_Canada_gdp_yearly.9,4_Canada_gdp_yearly.10,4_Canada_gdp_yearly.11,4_Canada_gdp_yearly.12,4_Canada_gdp_yearly.13,4_Canada_gdp_yearly.14,4_Canada_gdp_yearly.15,4_Canada_gdp_yearly.16,4_Canada_gdp_yearly.17,4_Canada_gdp_yearly.18,4_Canada_gdp_yearly.19,4_Canada_gdp_yearly.20,4_Canada_gdp_yearly.21,4_Canada_gdp_yearly.22,4_Canada_gdp_yearly.23,4_Canada_gdp_yearly.24,4_Canada_gdp_yearly.25,4_Canada_gdp_yearly.26,4_Canada_gdp_yearly.27,4_Canada_gdp_yearly.28,4_Canada_gdp_yearly.29,4_Canada_gdp_yearly.30,4_Canada_gdp_yearly.31,4_Canada_gdp_yearly.32,4_Canada_gdp_yearly.33,4_Canada_gdp_yearly.34,4_Canada_gdp_yearly.35,4_Canada_gdp_yearly.36,4_Canada_gdp_yearly.37,4_Canada_gdp_yearly.38,6_Estimates of population,7_Dependency ratio,9_Postsecondary enrolments,6_Estimates of population.1,7_Dependency ratio.1
Northwestern_2003,730.0,730.0,0.0,"9,747","9,747",0.0,0.0,"9,747","9,747",0.0,0.0,,,,,,,,,681.0,"3,107","1,245",596.0,108.0,85.0,409.0,649.0,63.0,"1,811","1,041",835,98.0,449,400,80.0,297.0,0.0,209.0,66.0,66.0,66.0,0.0,"3,386","2,102","2,000",98.0,"1,272",857,417.0,"2,399",622,529,93.0,"1,793",751,"1,044",-5.0,"5,265","4,160","42,600",59.4,"1,482",,
Northwestern_2004,735.0,735.0,0.0,"9,720","9,717",0.0,0.0,"9,720","9,717",0.0,0.0,,,,,,,,,678.0,"3,157","1,285",617.0,115.0,87.0,420.0,668.0,61.0,"1,821","1,554","1,338",120.0,903,663,244.0,313.0,0.0,216.0,40.0,40.0,40.0,0.0,"3,496","2,147","2,061",81.0,"1,343",839,498.0,"2,867",857,773,82.0,"1,991",809,"1,182",-7.0,"5,401","4,725","43,306",58.0,"1,419",,
Northwestern_2005,771.0,771.0,0.0,"9,606","9,606",0.0,0.0,"9,609","9,606",0.0,0.0,,,,,,,,,669.0,"3,177","1,316",623.0,118.0,91.0,419.0,692.0,66.0,"1,802","1,818","1,597",95.0,"1,092",827,278.0,414.0,0.0,218.0,8.0,8.0,8.0,0.0,"3,393","2,074","1,986",84.0,"1,318",699,607.0,"3,035",923,822,99.0,"2,087",823,"1,264",-14.0,"5,346","5,011","43,400",57.7,"1,491",,
Northwestern_2006,758.0,758.0,0.0,"9,570","9,573",0.0,0.0,"9,570","9,570",0.0,0.0,,,,,,,,,672.0,"3,199","1,356",647.0,126.0,97.0,426.0,709.0,61.0,"1,786","2,116","1,926",59.0,"1,547","1,400",234.0,316.0,0.0,185.0,-42.0,-42.0,-42.0,0.0,"3,393","2,132","2,047",80.0,"1,256",678,567.0,"3,278",899,790,107.0,"2,371",961,"1,409",-13.0,"5,352","5,335","43,179",56.9,"2,634",,
Northwestern_2007,806.0,806.0,0.0,"9,399","9,399",0.0,0.0,"9,333","9,333",0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0,0.0,714.0,"3,238","1,411",679.0,135.0,106.0,439.0,731.0,47.0,"1,781","2,192","1,961",55.0,"1,369",956,424.0,546.0,0.0,228.0,-36.0,-36.0,-36.0,0.0,"3,958","2,648","2,567",79.0,"1,311",635,667.0,"3,466",937,816,119.0,"2,523","1,131","1,392",-6.0,"5,841","5,451","43,372",55.9,"1,029",,
Northwestern_2008,820.0,820.0,0.0,"9,126","9,129",0.0,0.0,"9,048","9,048",0.0,0.0,,,,,78.0,78.0,0.0,0.0,720.0,"3,257","1,447",697.0,146.0,107.0,444.0,750.0,49.0,"1,760","1,754","1,524",52.0,728,559,186.0,763.0,7.0,222.0,45.0,45.0,45.0,0.0,"3,453","2,224","2,119",104.0,"1,226",554,672.0,"3,180",862,738,122.0,"2,313",957,"1,356",1.0,"5,293","5,024","43,360",55.1,999,,
Northwestern_2009,804.0,804.0,0.0,"8,826","8,826",0.0,0.0,"8,763","8,763",0.0,0.0,,,,,63.0,63.0,0.0,0.0,705.0,"3,443","1,438",680.0,139.0,106.0,435.0,758.0,54.0,"1,951","1,204",877,71.0,522,384,144.0,287.0,1.0,325.0,-19.0,-19.0,-19.0,0.0,"3,218","2,090","2,000",89.0,"1,125",509,617.0,"3,059",754,629,123.0,"2,314",936,"1,377",0.0,"4,722","4,647","43,156",54.8,894,,
Northwestern_2010,766.0,766.0,0.0,"8,634","8,634",0.0,0.0,"8,565","8,565",0.0,0.0,,,,,72.0,72.0,0.0,0.0,687.0,"3,440","1,465",677.0,137.0,108.0,432.0,789.0,52.0,"1,923","1,292",924,66.0,632,468,170.0,225.0,13.0,355.0,41.0,40.0,40.0,0.0,"3,364","2,173","2,079",93.0,"1,188",544,647.0,"3,221",874,709,164.0,"2,346",954,"1,391",-10.0,"4,843","4,734","43,285",54.0,"1,041",,
Northwestern_2011,751.0,751.0,0.0,"8,634","8,634",,,"8,577","8,577",,,,,,,60.0,57.0,,,630.0,"3,465","1,487",689.0,141.0,106.0,442.0,797.0,54.0,"1,924","1,107",818,62.0,577,358,219.0,179.0,20.0,271.0,140.0,139.0,139.0,0.0,"3,080","2,005","1,918",86.0,"1,072",405,671.0,"3,333","1,049",893,157.0,"2,288",919,"1,368",-10.0,"4,408","4,571","43,504",53.3,"1,182",,
Northwestern_2012,748.0,747.0,1.0,"8,577","8,577",,,"8,511","8,511",,,,,,,63.0,63.0,,,672.0,"3,464","1,504",697.0,157.0,110.0,430.0,807.0,53.0,"1,907","1,299","1,050",70.0,720,438,282.0,260.0,19.0,230.0,4.0,1.0,1.0,0.0,"3,079","1,899","1,807",92.0,"1,180",492,688.0,"3,450","1,040",863,177.0,"2,410","1,017","1,393",-2.0,"4,394","4,763","43,648",52.5,"4,062",,
Northwestern_2013,765.0,765.0,0.0,"8,400","8,400",,,"8,331","8,328",,,,,,,69.0,72.0,,,672.0,"3,512","1,532",711.0,158.0,115.0,438.0,821.0,53.0,"1,927","1,398","1,045",73.0,793,533,262.0,179.0,15.0,336.0,46.0,46.0,46.0,0.0,"3,140","1,834","1,737",96.0,"1,308",530,778.0,"3,531","1,348","1,146",203.0,"2,188",745,"1,442",-1.0,"4,521","4,910","43,805",51.7,"3,681",,
Northwestern_2014,753.0,752.0,1.0,"8,205","8,205",,,"8,175","8,172",,,,,,,30.0,30.0,,,666.0,"3,692","1,553",722.0,160.0,117.0,445.0,831.0,59.0,"2,080","1,462","1,108",83.0,842,616,226.0,183.0,17.0,339.0,7.0,11.0,11.0,0.0,"3,368","2,069","1,965",103.0,"1,296",494,801.0,"3,749","1,293","1,064",229.0,"2,460",787,"1,674",6.0,"4,735","5,154","43,884",51.1,"3,834",,
Northwestern_2015,761.0,761.0,0.0,"8,382","8,382",,,"8,316","8,319",,,,,,,66.0,66.0,,,654.0,"3,701","1,580",732.0,160.0,119.0,453.0,848.0,61.0,"2,060","1,676","1,317",83.0,"1,081",812,268.0,153.0,12.0,348.0,49.0,49.0,49.0,0.0,"3,211","1,974","1,855",119.0,"1,232",511,728.0,"3,823","1,286","1,048",238.0,"2,544",782,"1,761",5.0,"4,779","5,377","44,237",51.2,"3,993",,
Northwestern_2016,720.0,720.0,0.0,"8,367","8,367",,,"8,298","8,301",,,,,,,66.0,66.0,,,645.0,"3,748","1,593",725.0,161.0,114.0,450.0,867.0,71.0,"2,085","1,493","1,125",100.0,913,705,201.0,112.0,10.0,359.0,48.0,46.0,46.0,0.0,"2,970","1,920","1,828",95.0,"1,030",459,593.0,"3,538","1,163",969,192.0,"2,387",740,"1,646",1.0,"4,712","5,240","44,649",51.2,"3,612",,
Northwestern_2017,715.0,715.0,0.0,"8,421","8,421",,,"8,337","8,337",,,,,,,84.0,84.0,,,,"3,818","1,632",744.0,169.0,117.0,458.0,887.0,74.0,"2,114","1,068",731,75.0,547,357,180.0,107.0,10.0,328.0,44.0,41.0,41.0,0.0,"3,521","2,729","2,636",105.0,808,106,617.0,"3,467","1,157",984,170.0,"2,319",750,"1,574",-1.0,"4,873","4,881","44,891",51.3,"3,549",,
Northwestern_2018,739.0,739.0,0.0,"8,802","8,799",,,"8,733","8,733",,,,,,,69.0,69.0,,,,"3,913","1,659",759.0,173.0,121.0,464.0,899.0,74.0,"2,182","1,021",679,75.0,477,348,121.0,123.0,8.0,335.0,17.0,18.0,18.0,0.0,"3,553","2,711","2,620",103.0,855,150,630.0,"3,459","1,175",979,192.0,"2,291",721,"1,573",3.0,"4,941","4,928","44,981",52.0,"3,534",,
Northwestern_2019,632.0,632.0,0.0,"8,607","8,604",,,"8,493","8,493",,,,,,,111.0,111.0,,,,"3,989","1,665",767.0,178.0,122.0,466.0,897.0,84.0,"2,243",846,549,56.0,373,216,150.0,117.0,7.0,291.0,-30.0,-31.0,-31.0,,"3,250","2,141","2,047",99.0,"1,103",408,679.0,"3,240","1,122",927,190.0,"2,121",622,"1,499",-2.0,"4,750","4,826","45,070",53.1,"4,071",,
Northwestern_2020,666.0,666.0,0.0,"8,721","8,721",,,"8,568","8,568",,,,,,,153.0,153.0,,,,"4,082","1,650",821.0,185.0,138.0,497.0,830.0,88.0,"2,344",626,363,77.0,211,129,77.0,69.0,8.0,257.0,88.0,90.0,90.0,,"2,443","1,596","1,525",75.0,842,344,499.0,"3,017","1,086",922,161.0,"1,925",671,"1,267",2.0,"4,265","4,694","45,372",53.6,"4,803",,
Northwestern_2021,628.0,628.0,0.0,"8,700","8,703",,,"8,520","8,520",,,,,,,180.0,180.0,,,,"4,258","1,719",854.0,193.0,155.0,506.0,865.0,84.0,"2,454",689,401,88.0,201,125,72.0,104.0,8.0,283.0,-55.0,-60.0,-60.0,,"2,730","1,766","1,695",76.0,958,402,564.0,"3,176","1,146",943,199.0,"2,024",585,"1,442",3.0,"4,475","4,934","45,504",53.9,"2,307",,
Nova Scotia_1991,"12,086","12,076",10.0,,,,,,,,,,,,,,,,,,"27,872","16,395","8,603","1,345",940,"6,728","7,787",329,"11,492","5,055","3,457","1,373","1,912","1,418",728,111,43,"1,621",-40,-38,-31,-11,"8,654","3,729","3,114",577,"5,065","2,506","2,543","14,624","5,476","4,921",571,"9,423","4,986","4,449",103,"26,591","32,828",,,,,
Nova Scotia_1992,"11,983","11,980",3.0,,,,,,,,,,,,,,,,,,"28,174","16,732","8,665","1,370",933,"6,777","8,069",320,"11,435","4,402","2,785","1,374","1,357","1,104",474,109,45,"1,655",40,40,38,4,"9,182","3,968","3,306",624,"5,359","2,744","2,605","14,322","5,425","4,867",576,"9,157","4,614","4,536",-83,"26,927","32,381",,,,,
Nova Scotia_1993,"11,683","11,674",9.0,,,,,,,,,,,,,,,,,,"28,663","17,006","8,839","1,406",959,"6,885","8,168",326,"11,653","4,431","2,698","1,449","1,213",798,505,137,44,"1,784",40,40,38,1,"9,433","4,171","3,437",707,"5,387","2,718","2,658","14,869","5,901","5,288",634,"9,189","4,486","4,694",-150,"27,073","32,888",,,"41,175",,
Nova Scotia_1994,"11,225","11,214",11.0,,,,,,,,,,,,,,,,,,"28,778","17,316","8,915","1,419",964,"6,950","8,404",315,"11,423","4,495","2,923","1,464","1,359",630,679,175,47,"1,597",-88,-88,-80,-9,"9,442","4,200","3,369",838,"5,360","2,659","2,688","15,254","6,132","5,455",701,"9,333","4,904","4,419",192,"27,040","33,074",,,"41,214",,
Nova Scotia_1995,"10,840","10,836",4.0,,,,,,,,,,,,,,,,,,"28,873","17,606","8,960","1,398","1,002","6,971","8,649",337,"11,155","4,368","2,834","1,428","1,313",762,589,169,45,"1,559",75,74,72,2,"9,673","4,179","3,316",887,"5,656","2,928","2,714","15,301","6,223","5,476",777,"9,274","4,777","4,490",123,"27,365","33,021",,,"40,248",,
Nova Scotia_1996,"10,652","10,649",3.0,,,,,,,,,,,,,,,,,,"28,947","18,018","9,072","1,449","1,022","6,989","8,948",404,"10,673","4,390","3,161","1,503","1,524",803,720,187,45,"1,213",-100,-100,-105,10,"10,558","4,883","3,901",997,"5,731","2,986","2,729","16,096","6,960","6,256",726,"9,257","4,728","4,525",129,"27,388","33,118",,,"43,725",,
Nova Scotia_1997,"10,040","10,034",6.0,,,,,,,,,,,,,,,,,,"29,383","18,618","9,344","1,617","1,025","7,028","9,276",419,"10,434","5,371","4,184","1,529","2,383",847,"1,315",173,34,"1,150",174,173,171,1,"11,669","5,590","4,481","1,120","6,079","3,078","2,990","17,697","8,225","7,515",726,"9,494","4,824","4,666",-178,"28,496","34,649",,,"44,076",,
Nova Scotia_1998,"9,685","9,681",4.0,"162,360","161,949",0.0,411.0,"162,360","161,946",0.0,414.0,,,,,,,,,,"30,299","19,162","9,681","1,730","1,086","7,148","9,484",437,"10,798","5,734","4,677","1,346","2,826","2,339",945,285,18,"1,019",-40,-39,-39,0,"11,979","5,771","4,645","1,133","6,195","3,080","3,104","18,087","8,414","7,597",836,"9,693","4,726","4,968",-46,"29,558","35,950",,,"44,784",,
Nova Scotia_1999,"9,631","9,626",5.0,"160,011","159,642",0.0,369.0,"160,011","159,642",0.0,369.0,,,,,,,,,,"31,259","19,937","10,136","1,866","1,132","7,401","9,805",534,"10,864","6,844","5,754","1,597","3,443","3,038","1,062",441,35,"1,012",291,291,296,-10,"12,468","6,024","4,889","1,128","6,426","3,320","3,095","19,583","9,289","8,470",840,"10,285","4,863","5,425",-53,"31,116","38,132",,,"44,604",,
Nova Scotia_2000,"9,151","9,146",5.0,"158,205","157,878",0.0,327.0,"158,205","157,875",0.0,330.0,,,,,,,,,,"31,740","20,446","10,398","1,975","1,162","7,492","10,052",574,"10,773","6,329","4,995","1,768","2,561","1,514","1,162",583,33,"1,287",224,223,225,-5,"13,650","6,863","5,608","1,234","6,693","3,412","3,272","19,846","9,363","8,474",910,"10,484","5,117","5,365",36,"32,041","38,034",,,"45,069",,
Nova Scotia_2001,"8,929","8,928",1.0,"155,874","155,553",0.0,321.0,"155,874","155,553",0.0,321.0,,,,,,,,,,"31,960","20,661","10,458","1,983","1,185","7,514","10,206",538,"10,801","6,596","5,213","1,866","2,549","1,495","1,162",739,35,"1,332",183,184,180,3,"14,401","7,011","5,756","1,223","7,364","3,879","3,465","20,086","9,558","8,641",937,"10,514","5,199","5,308",-20,"33,008","38,540","932,494",62.0,"46,164",,
Nova Scotia_2002,"8,684","8,676",8.0,"153,450","153,165",0.0,285.0,"153,450","153,165",0.0,285.0,,,,,,,,,"9,591","33,092","21,511","10,920","2,163","1,279","7,640","10,596",624,"10,990","6,836","5,345","2,004","2,609","1,372","1,269",687,41,"1,438",36,37,48,-16,"15,338","7,748","6,355","1,361","7,498","4,131","3,335","20,916","9,822","8,904",939,"11,108","5,572","5,526",96,"34,432","39,912","935,179",61.3,"51,867",,
Nova Scotia_2003,"8,678","8,675",3.0,"150,600","150,309",0.0,288.0,"150,600","150,309",0.0,288.0,,,,,,,,,"9,615","33,773","22,011","11,144","2,241","1,321","7,725","10,870",626,"11,164","6,855","5,300","2,197","2,506","1,520","1,115",598,40,"1,508",194,193,186,8,"15,529","7,491","6,173","1,280","8,014","4,527","3,444","21,591","10,028","8,937","1,097","11,600","5,909","5,676",72,"34,803","40,603","937,717",60.7,"50,886",,
Nova Scotia_2004,"8,840","8,832",8.0,"148,515","148,206",0.0,306.0,"148,512","148,206",0.0,309.0,,,,,,,,,"9,579","34,314","22,578","11,357","2,330","1,364","7,783","11,224",582,"11,159","6,879","5,380","2,376","2,511","1,500","1,130",517,23,"1,464",149,149,153,-7,"16,021","7,968","6,486","1,461","7,984","4,433","3,516","22,360","10,330","9,186","1,149","12,073","6,059","6,004",91,"35,071","41,163","939,664",60.1,"53,469",,
Nova Scotia_2005,"8,674","8,667",7.0,"145,395","145,044",0.0,351.0,"145,398","145,044",0.0,351.0,,,,,,,,,"9,708","35,040","23,111","11,515","2,414","1,404","7,793","11,600",589,"11,341","7,088","5,492","2,449","2,709","1,390","1,358",345,56,"1,530",218,218,213,4,"15,813","7,723","6,209","1,513","8,047","4,421","3,595","22,736","10,803","9,594","1,213","11,949","5,619","6,339",73,"35,469","42,101","937,926",59.6,"52,575",,
Nova Scotia_2006,"8,630","8,623",7.0,"142,305","141,966",0.0,339.0,"142,305","141,966",0.0,339.0,,,,,,,,,"9,918","35,895","23,724","11,703","2,539","1,513","7,699","12,025",610,"11,559","7,158","5,555","2,540","2,726","1,395","1,369",307,61,"1,530",92,93,95,-4,"15,442","7,261","5,808","1,458","8,184","4,351","3,821","22,706","10,754","9,607","1,153","11,971","5,565","6,418",-58,"35,741","43,022","937,882",59.4,"52,743",,
Nova Scotia_2007,"9,021","9,013",8.0,"142,725","142,359",0.0,366.0,"138,663","138,294",0.0,366.0,"3,399","3,399",0.0,0.0,663,663,0.0,0.0,"9,972","37,065","24,512","12,084","2,690","1,580","7,841","12,432",573,"11,981","7,401","5,768","2,578","2,795","1,124","1,626",414,28,"1,593",79,77,76,2,"16,308","7,974","6,483","1,480","8,309","4,384","3,912","24,604","11,877","10,562","1,318","12,738","6,215","6,525",-19,"36,199","44,433","935,115",59.3,"52,266",,
Nova Scotia_2008,"9,309","9,300",9.0,"139,428","139,089",,339.0,"135,303","134,964",,339.0,"3,441","3,441",,,681,684,,,"10,062","38,166","25,220","12,514","2,880","1,638","8,006","12,711",608,"12,338","6,905","5,313","2,490","2,497","1,116","1,363",349,41,"1,542",136,126,142,-19,"15,735","7,435","6,043","1,382","8,297","4,192","4,102","23,948","11,639","10,370","1,272","12,316","5,762","6,558",-6,"36,915","45,017","935,897",59.4,"50,748",,
Nova Scotia_2009,"9,110","9,094",16.0,"137,151","136,842",,309.0,"133,134","132,828",,309.0,"3,309","3,309",,,708,705,,,"10,071","38,474","25,599","12,843","2,930","1,709","8,214","12,764",576,"12,298","7,669","5,526","2,330","2,869","1,626","1,285",331,34,"2,121",-161,-142,-142,0,"14,725","6,983","5,551","1,433","7,739","3,845","3,894","23,596","11,247","10,074","1,178","12,367","5,765","6,605",32,"37,047","46,117","938,208",59.3,"50,787",,
Nova Scotia_2010,"8,944","8,937",7.0,"134,544","134,232",,315.0,"130,548","130,236",,315.0,"3,264","3,264",,,732,732,,,"9,744","39,425","26,255","13,031","3,027","1,767","8,236","13,226",536,"12,635","8,709","6,487","2,596","3,519","1,867","1,685",366,54,"2,170",76,56,62,-7,"15,422","7,530","6,039","1,491","7,897","3,951","3,945","25,524","12,117","10,725","1,390","13,425","6,151","7,276",-25,"38,052","48,137","942,107",58.9,"52,083",,
Nova Scotia_2011,"8,948","8,944",4.0,"132,423","132,423",,,"128,130","128,130",,,"3,420","3,420",,,873,873,,,"9,501","40,256","26,731","13,161","3,026","1,773","8,364","13,571",605,"12,920","8,414","6,379","2,656","3,412","1,226","2,183",307,54,"1,979",399,396,388,8,"15,187","7,133","5,701","1,431","8,056","4,014","4,041","25,934","12,287","10,871","1,415","13,671","6,209","7,461",-17,"38,303","48,669","944,274",58.9,"54,522",,
Nova Scotia_2012,"8,844","8,836",8.0,"129,774","129,774",,,"125,541","125,541",,,"3,426","3,426",,,807,807,,,"9,207","40,776","27,055","13,172","3,119","1,804","8,249","13,883",604,"13,117","7,484","5,368","2,711","2,382","1,077","1,305",275,57,"2,059",159,54,59,-5,"15,171","7,226","5,725","1,501","7,945","4,036","3,909","25,624","12,546","11,075","1,472","13,077","5,913","7,164",-33,"37,933","48,260","943,635",60.0,"55,065",,
Nova Scotia_2013,"8,526","8,510",16.0,"126,981","126,981",,,"122,643","122,643",,,"3,444","3,444",,,894,894,,,"8,913","40,940","27,552","13,466","3,338","1,833","8,295","14,087",595,"12,798","7,784","5,660","2,698","2,680",990,"1,692",282,55,"2,069",186,200,213,-14,"15,082","7,031","5,406","1,626","8,047","4,165","3,882","26,242","13,025","11,473","1,552","13,220","5,873","7,348",-7,"37,806","48,723","940,434",61.1,"54,951",,
Nova Scotia_2014,"8,745","8,727",18.0,"125,463","125,463",,,"121,029","121,026",,,"3,489","3,489",,,948,948,,,"9,150","41,319","27,853","13,614","3,406","1,870","8,340","14,240",598,"12,874","7,373","5,510","2,356","2,701","1,040","1,663",450,44,"1,820",38,104,105,-2,"14,381","6,788","5,021","1,777","7,593","3,428","4,172","24,917","12,167","10,541","1,620","12,746","5,050","7,717",-7,"38,173","48,691","938,545",62.2,"55,617",,
Nova Scotia_2015,"8,296","8,282",14.0,"123,999","123,999",,,"119,382","119,382",,,"3,636","3,636",,,981,981,,,"9,030","41,624","28,025","13,664","3,487","1,893","8,286","14,360",626,"12,978","7,382","5,656","2,482","2,652","1,180","1,483",523,39,"1,691",188,155,160,-5,"14,098","6,674","4,824","1,870","7,423","3,282","4,153","24,805","12,189","10,598","1,585","12,613","4,985","7,649",-8,"38,429","49,005","936,525",63.4,"55,197",,
Nova Scotia_2016,"8,429","8,411",18.0,"122,799","122,799",,,"118,152","118,152",,,"3,669","3,669",,,981,978,,,"9,333","41,988","28,256","13,717","3,565","1,882","8,270","14,535",672,"13,063","7,938","6,278","2,619","2,856","1,298","1,572",805,29,"1,641",145,150,143,7,"13,722","6,670","4,642","2,069","7,049","3,032","4,037","24,758","11,618","10,039","1,574","13,149","5,095","8,075",23,"39,038","49,944","942,790",64.5,"54,825",,
Nova Scotia_2017,"8,359","8,336",23.0,"123,120","123,120",,,"118,569","118,566",,,"3,603","3,603",,,948,948,,,,"42,978","29,003","14,171","3,831","1,930","8,403","14,833",663,"13,318","7,938","6,040","2,729","2,882","1,477","1,431",425,38,"1,864",221,254,250,4,"14,171","6,793","4,739","2,094","7,376","3,193","4,202","25,488","12,260","10,718","1,540","13,227","5,089","8,160",2,"39,757","50,927","950,108",65.4,"54,966",,
Nova Scotia_2018,"8,037","8,018",19.0,"123,990","123,990",,,"118,962","118,962",,,"3,975","3,975",,,"1,053","1,053",,,,"43,727","29,409","14,232","3,728","1,949","8,552","15,172",685,"13,636","8,349","5,828","2,872","2,230","1,016","1,229",744,36,"2,474",86,71,54,17,"14,215","6,940","4,822","2,161","7,269","3,073","4,222","25,811","12,323","10,718","1,600","13,490","5,175","8,337",9,"40,502","52,098","958,406",66.2,"53,484",,
Nova Scotia_2019,"8,172","8,148",24.0,"126,165","126,168",,,"120,606","120,603",,,"4,302","4,299",,,"1,263","1,263",,,,"44,321","29,847","14,398","3,743","1,973","8,679","15,443",705,"13,773","8,979","6,074","3,177","2,369","1,104","1,282",539,31,"2,860",263,247,206,39,"15,081","7,678","5,295","2,435","7,382","3,077","4,336","26,748","12,564","10,928","1,631","14,194","5,611","8,599",7,"41,889","53,343","970,243",67.0,"54,495",,
Nova Scotia_2020,"7,683","7,673",10.0,"128,556","128,556",,,"123,240","123,240",,,"4,179","4,179",,,"1,137","1,134",,,,"43,254","28,494","14,102","3,581","1,852","8,670","14,405",730,"14,002","8,704","5,696","3,258","1,919",902,"1,031",530,30,"2,966",-539,-552,-582,30,"13,756","6,494","4,591","1,935","7,269","3,362","3,901","24,762","11,367","10,030","1,346","13,415","5,206","8,225",12,"40,433","51,997","981,889",67.7,"57,033",,
Nova Scotia_2021,"7,029","7,021",8.0,"128,001","127,998",,,"121,599","121,599",,,"3,957","3,957",,,"2,442","2,439",,,,"45,645","30,218","15,130","4,052","2,146","8,930","15,109",735,"14,671","9,492","6,324","3,676","2,092","1,003","1,103",562,36,"3,112",125,77,63,15,"14,121","6,814","4,883","1,955","7,306","3,023","4,331","26,414","12,343","10,996","1,368","14,092","5,687","8,413",-9,"42,927","55,195","992,055",68.2,"56,841",,
Nunavut_1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nunavut_1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nunavut_1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,455",,
Nunavut_1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,899",,
Nunavut_1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,253",,
Nunavut_1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,398",,
Nunavut_1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,329",,
Nunavut_1998,,,,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,464",,
Nunavut_1999,,,,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,"1,550",432.0,191.0,16.0,33.0,147.0,241.0,21.0,"1,105",393,242,72.0,168,177.0,32.0,16.0,0.0,145.0,0.0,0.0,0.0,0.0,325,186.0,176.0,20.0,76,6.0,62.0,"1,021",278,226,49.0,733,310.0,422,-12.0,"1,255","1,955",,,"1,656",,
Nunavut_2000,386.0,386.0,0.0,"9,585","9,582",0.0,0.0,"9,582","9,582",0.0,0.0,,,,,,,,,,"1,641",451.0,202.0,17.0,36.0,154.0,249.0,20.0,"1,181",358,210,72.0,109,101.0,25.0,46.0,0.0,143.0,-44.0,-44.0,-44.0,0.0,403,245.0,236.0,21.0,76,6.0,62.0,"1,060",280,234,44.0,772,311.0,461,-10.0,"1,310","2,013",,,"1,491",,
Nunavut_2001,366.0,366.0,0.0,"8,754","8,754",0.0,0.0,"8,751","8,754",0.0,0.0,,,,,,,,,,"1,723",469.0,212.0,19.0,39.0,157.0,256.0,25.0,"1,241",398,231,46.0,164,162.0,35.0,27.0,1.0,160.0,-37.0,-37.0,-37.0,0.0,403,239.0,229.0,22.0,85,7.0,68.0,"1,123",319,254,60.0,792,313.0,478,3.0,"1,392","2,135","28,133",92.8,"1,428",,
Nunavut_2002,391.0,391.0,0.0,"8,739","8,739",0.0,0.0,"8,739","8,739",0.0,0.0,,,,,,,,,537.0,"1,814",494.0,225.0,21.0,42.0,164.0,269.0,35.0,"1,293",395,242,48.0,94,59.0,31.0,104.0,1.0,147.0,-182.0,-182.0,-182.0,0.0,419,194.0,180.0,25.0,163,10.0,135.0,"1,013",257,206,47.0,750,292.0,458,-1.0,"1,423","2,225","28,822",91.1,"1,554",,
